N,vol,time
583,1.750976562500000e-01,7.231000000000000e+03
584,1.750102996826172e-01,1.188000000000000e+04
585,1.750968933105469e-01,1.200500000000000e+04
586,1.750106811523438e-01,1.052700000000000e+04
587,1.750965118408203e-01,1.385500000000000e+04
588,1.750110626220703e-01,1.418500000000000e+04
589,1.750961303710938e-01,1.098300000000000e+04
590,1.750114440917969e-01,1.247600000000000e+04
591,1.750953674316406e-01,1.111500000000000e+04
592,1.750118255615235e-01,1.290100000000000e+04
593,1.750949859619141e-01,1.316200000000000e+04
594,1.750122070312500e-01,9.773000000000000e+03
595,1.750946044921875e-01,1.083400000000000e+04
596,1.750125885009766e-01,1.345200000000000e+04
597,1.750938415527344e-01,1.359400000000000e+04
598,1.750129699707031e-01,1.294200000000000e+04
599,1.750934600830078e-01,1.215300000000000e+04
600,1.750133514404297e-01,1.530100000000000e+04
601,1.750926971435547e-01,2.005900000000000e+04
602,1.750137329101563e-01,1.843700000000000e+04
603,1.750923156738282e-01,1.627000000000000e+04
604,1.750137329101563e-01,1.197900000000000e+04
605,1.750919342041016e-01,1.230400000000000e+04
606,1.750141143798828e-01,1.339500000000000e+04
607,1.750915527343750e-01,1.047000000000000e+04
608,1.750144958496094e-01,1.283500000000000e+04
609,1.750907897949219e-01,1.294700000000000e+04
610,1.750148773193360e-01,1.336600000000000e+04
611,1.750904083251953e-01,1.309700000000000e+04
612,1.750152587890625e-01,1.207400000000000e+04
613,1.750900268554688e-01,1.441000000000000e+04
614,1.750156402587891e-01,1.625100000000000e+04
615,1.750892639160156e-01,1.273600000000000e+04
616,1.750160217285157e-01,1.436200000000000e+04
617,1.750888824462891e-01,1.419100000000000e+04
618,1.750164031982422e-01,1.397800000000000e+04
619,1.750885009765625e-01,1.333100000000000e+04
620,1.750167846679688e-01,1.334200000000000e+04
621,1.750881195068360e-01,1.468500000000000e+04
622,1.750171661376953e-01,1.559000000000000e+04
623,1.750877380371094e-01,1.336400000000000e+04
624,1.750175476074219e-01,1.649300000000000e+04
625,1.750869750976563e-01,1.864600000000000e+04
626,1.750175476074219e-01,1.560400000000000e+04
627,1.750865936279297e-01,1.756700000000000e+04
628,1.750179290771485e-01,1.334700000000000e+04
629,1.750862121582031e-01,1.301800000000000e+04
630,1.750183105468750e-01,1.085700000000000e+04
631,1.750858306884766e-01,1.365900000000000e+04
632,1.750186920166016e-01,1.290900000000000e+04
633,1.750854492187500e-01,1.010400000000000e+04
634,1.750190734863282e-01,1.367900000000000e+04
635,1.750850677490235e-01,1.562000000000000e+04
636,1.750194549560547e-01,1.492300000000000e+04
637,1.750846862792969e-01,1.358800000000000e+04
638,1.750198364257813e-01,1.200000000000000e+04
639,1.750839233398438e-01,1.237400000000000e+04
640,1.750198364257813e-01,1.730400000000000e+04
641,1.750835418701172e-01,1.595200000000000e+04
642,1.750202178955078e-01,1.453800000000000e+04
643,1.750831604003906e-01,1.394500000000000e+04
644,1.750205993652344e-01,1.424800000000000e+04
645,1.750827789306641e-01,1.588800000000000e+04
646,1.750209808349610e-01,1.461600000000000e+04
647,1.750823974609375e-01,1.307700000000000e+04
648,1.750213623046875e-01,1.305400000000000e+04
649,1.750820159912110e-01,1.367100000000000e+04
650,1.750217437744141e-01,1.406000000000000e+04
651,1.750816345214844e-01,1.288300000000000e+04
652,1.750221252441406e-01,1.335900000000000e+04
653,1.750812530517578e-01,1.488000000000000e+04
654,1.750221252441406e-01,1.471500000000000e+04
655,1.750808715820313e-01,1.536500000000000e+04
656,1.750225067138672e-01,1.449000000000000e+04
657,1.750804901123047e-01,1.518800000000000e+04
658,1.750228881835938e-01,1.408000000000000e+04
659,1.750801086425781e-01,1.424300000000000e+04
660,1.750232696533203e-01,1.507600000000000e+04
661,1.750797271728516e-01,1.486800000000000e+04
662,1.750236511230469e-01,1.499400000000000e+04
663,1.750793457031250e-01,1.318400000000000e+04
664,1.750240325927735e-01,1.660200000000000e+04
665,1.750789642333984e-01,1.452000000000000e+04
666,1.750240325927735e-01,1.680100000000000e+04
667,1.750785827636719e-01,1.367200000000000e+04
668,1.750244140625000e-01,1.059100000000000e+04
669,1.750782012939453e-01,1.522800000000000e+04
670,1.750247955322266e-01,1.736000000000000e+04
671,1.750778198242187e-01,1.382300000000000e+04
672,1.750251770019531e-01,1.385200000000000e+04
673,1.750778198242187e-01,1.464200000000000e+04
674,1.750255584716797e-01,1.686500000000000e+04
675,1.750774383544922e-01,1.497100000000000e+04
676,1.750255584716797e-01,1.518900000000000e+04
677,1.750770568847656e-01,1.482200000000000e+04
678,1.750259399414063e-01,1.537200000000000e+04
679,1.750766754150390e-01,1.501600000000000e+04
680,1.750263214111328e-01,1.603000000000000e+04
681,1.750762939453125e-01,1.296000000000000e+04
682,1.750267028808594e-01,1.483900000000000e+04
683,1.750759124755859e-01,1.736600000000000e+04
684,1.750270843505860e-01,1.961900000000000e+04
685,1.750755310058594e-01,1.547800000000000e+04
686,1.750270843505860e-01,1.588400000000000e+04
687,1.750751495361328e-01,1.629700000000000e+04
688,1.750274658203125e-01,1.430700000000000e+04
689,1.750747680664063e-01,1.435400000000000e+04
690,1.750278472900391e-01,1.610600000000000e+04
691,1.750747680664063e-01,1.486500000000000e+04
692,1.750282287597656e-01,1.602800000000000e+04
693,1.750743865966797e-01,1.859300000000000e+04
694,1.750286102294922e-01,1.667000000000000e+04
695,1.750740051269531e-01,1.610900000000000e+04
696,1.750286102294922e-01,1.699700000000000e+04
697,1.750736236572266e-01,1.812500000000000e+04
698,1.750289916992188e-01,1.554900000000000e+04
699,1.750732421875000e-01,1.142800000000000e+04
700,1.750293731689453e-01,1.774900000000000e+04
701,1.750732421875000e-01,1.198900000000000e+04
702,1.750297546386719e-01,1.636700000000000e+04
703,1.750728607177734e-01,1.729600000000000e+04
704,1.750297546386719e-01,1.696900000000000e+04
705,1.750724792480469e-01,1.780500000000000e+04
706,1.750301361083985e-01,1.650300000000000e+04
707,1.750720977783203e-01,1.637800000000000e+04
708,1.750305175781250e-01,1.478500000000000e+04
709,1.750717163085938e-01,1.449800000000000e+04
710,1.750308990478516e-01,1.623500000000000e+04
711,1.750717163085938e-01,1.866400000000000e+04
712,1.750308990478516e-01,1.868000000000000e+04
713,1.750713348388672e-01,1.684200000000000e+04
714,1.750312805175782e-01,1.569500000000000e+04
715,1.750709533691406e-01,1.552700000000000e+04
716,1.750316619873047e-01,1.829500000000000e+04
717,1.750705718994141e-01,1.850300000000000e+04
718,1.750320434570313e-01,1.554900000000000e+04
719,1.750705718994141e-01,1.819900000000000e+04
720,1.750320434570313e-01,1.608800000000000e+04
721,1.750701904296875e-01,1.544700000000000e+04
722,1.750324249267578e-01,2.474200000000000e+04
723,1.750698089599610e-01,2.372800000000000e+04
724,1.750328063964844e-01,1.933300000000000e+04
725,1.750698089599610e-01,1.939400000000000e+04
726,1.750331878662109e-01,1.719700000000000e+04
727,1.750694274902344e-01,1.775500000000000e+04
728,1.750331878662109e-01,1.750900000000000e+04
729,1.750690460205078e-01,1.828100000000000e+04
730,1.750335693359375e-01,1.635400000000000e+04
731,1.750686645507813e-01,1.619500000000000e+04
732,1.750339508056641e-01,1.900600000000000e+04
733,1.750686645507813e-01,1.822400000000000e+04
734,1.750343322753906e-01,1.777700000000000e+04
735,1.750682830810547e-01,1.859900000000000e+04
736,1.750343322753906e-01,1.955700000000000e+04
737,1.750679016113281e-01,1.753500000000000e+04
738,1.750347137451172e-01,1.816100000000000e+04
739,1.750679016113281e-01,1.776200000000000e+04
740,1.750350952148438e-01,1.764800000000000e+04
741,1.750675201416016e-01,1.842300000000000e+04
742,1.750350952148438e-01,1.805100000000000e+04
743,1.750671386718750e-01,1.675200000000000e+04
744,1.750354766845703e-01,1.820200000000000e+04
745,1.750671386718750e-01,1.588900000000000e+04
746,1.750358581542969e-01,1.818300000000000e+04
747,1.750667572021485e-01,1.971400000000000e+04
748,1.750362396240235e-01,1.926700000000000e+04
749,1.750667572021485e-01,1.931300000000000e+04
750,1.750362396240235e-01,1.959500000000000e+04
751,1.750663757324219e-01,1.888800000000000e+04
752,1.750366210937500e-01,1.495400000000000e+04
753,1.750659942626953e-01,2.131500000000000e+04
754,1.750370025634766e-01,1.933600000000000e+04
755,1.750659942626953e-01,1.896100000000000e+04
756,1.750373840332031e-01,1.945900000000000e+04
757,1.750656127929688e-01,1.883100000000000e+04
758,1.750373840332031e-01,2.097800000000000e+04
759,1.750656127929688e-01,1.718800000000000e+04
760,1.750377655029297e-01,2.134600000000000e+04
761,1.750652313232422e-01,1.934600000000000e+04
762,1.750381469726563e-01,1.857800000000000e+04
763,1.750648498535156e-01,2.210100000000000e+04
764,1.750381469726563e-01,1.779000000000000e+04
765,1.750648498535156e-01,1.834200000000000e+04
766,1.750385284423828e-01,2.288900000000000e+04
767,1.750644683837891e-01,1.946100000000000e+04
768,1.750389099121094e-01,1.949600000000000e+04
769,1.750644683837891e-01,2.233600000000000e+04
770,1.750389099121094e-01,2.019000000000000e+04
771,1.750640869140625e-01,1.712900000000000e+04
772,1.750392913818360e-01,2.225700000000000e+04
773,1.750640869140625e-01,1.847800000000000e+04
774,1.750396728515625e-01,1.973700000000000e+04
775,1.750637054443359e-01,1.987100000000000e+04
776,1.750396728515625e-01,1.926800000000000e+04
777,1.750633239746094e-01,1.969900000000000e+04
778,1.750400543212891e-01,2.100800000000000e+04
779,1.750633239746094e-01,2.056500000000000e+04
780,1.750404357910156e-01,1.913000000000000e+04
781,1.750629425048828e-01,2.168900000000000e+04
782,1.750404357910156e-01,2.036800000000000e+04
783,1.750629425048828e-01,2.137300000000000e+04
784,1.750408172607422e-01,2.118000000000000e+04
785,1.750625610351562e-01,1.876400000000000e+04
786,1.750411987304688e-01,1.929400000000000e+04
787,1.750625610351562e-01,1.924600000000000e+04
788,1.750411987304688e-01,1.938600000000000e+04
789,1.750621795654297e-01,2.119600000000000e+04
790,1.750415802001953e-01,2.041600000000000e+04
791,1.750621795654297e-01,2.201100000000000e+04
792,1.750419616699219e-01,2.157400000000000e+04
793,1.750617980957031e-01,2.092700000000000e+04
794,1.750419616699219e-01,2.166700000000000e+04
795,1.750617980957031e-01,2.522200000000000e+04
796,1.750423431396484e-01,2.047600000000000e+04
797,1.750614166259765e-01,2.307300000000000e+04
798,1.750427246093750e-01,1.695600000000000e+04
799,1.750614166259765e-01,2.258100000000000e+04
800,1.750427246093750e-01,1.694500000000000e+04
801,1.750610351562500e-01,1.869000000000000e+04
802,1.750431060791016e-01,2.503400000000000e+04
803,1.750610351562500e-01,1.735500000000000e+04
804,1.750434875488281e-01,2.110100000000000e+04
805,1.750610351562500e-01,1.983000000000000e+04
806,1.750434875488281e-01,2.057100000000000e+04
807,1.750606536865234e-01,2.293600000000000e+04
808,1.750438690185547e-01,2.284800000000000e+04
809,1.750602722167969e-01,2.084400000000000e+04
810,1.750442504882813e-01,2.303500000000000e+04
811,1.750602722167969e-01,2.099800000000000e+04
812,1.750442504882813e-01,2.123000000000000e+04
813,1.750602722167969e-01,2.326000000000000e+04
814,1.750446319580078e-01,2.211000000000000e+04
815,1.750598907470703e-01,2.426100000000000e+04
816,1.750450134277344e-01,2.285500000000000e+04
817,1.750598907470703e-01,2.313700000000000e+04
818,1.750450134277344e-01,2.238500000000000e+04
819,1.750595092773437e-01,2.033700000000000e+04
820,1.750453948974609e-01,2.249300000000000e+04
821,1.750595092773437e-01,2.046000000000000e+04
822,1.750457763671875e-01,2.067300000000000e+04
823,1.750591278076172e-01,2.297300000000000e+04
824,1.750457763671875e-01,1.916800000000000e+04
825,1.750591278076172e-01,2.465800000000000e+04
826,1.750461578369140e-01,2.332200000000000e+04
827,1.750591278076172e-01,2.202400000000000e+04
828,1.750461578369140e-01,2.264600000000000e+04
829,1.750587463378906e-01,2.242000000000000e+04
830,1.750465393066406e-01,2.419900000000000e+04
831,1.750587463378906e-01,2.348600000000000e+04
832,1.750469207763672e-01,2.725400000000000e+04
833,1.750583648681640e-01,2.659300000000000e+04
834,1.750469207763672e-01,2.365200000000000e+04
835,1.750583648681640e-01,2.544300000000000e+04
836,1.750473022460937e-01,2.017300000000000e+04
837,1.750583648681640e-01,2.559700000000000e+04
838,1.750473022460937e-01,2.102100000000000e+04
839,1.750579833984375e-01,2.099900000000000e+04
840,1.750476837158203e-01,2.474200000000000e+04
841,1.750579833984375e-01,2.055100000000000e+04
842,1.750480651855469e-01,2.498800000000000e+04
843,1.750576019287109e-01,2.527800000000000e+04
844,1.750480651855469e-01,2.433600000000000e+04
845,1.750576019287109e-01,2.584300000000000e+04
846,1.750484466552734e-01,2.900300000000000e+04
847,1.750576019287109e-01,2.519100000000000e+04
848,1.750488281250000e-01,1.787300000000000e+04
849,1.750572204589844e-01,2.430300000000000e+04
850,1.750488281250000e-01,1.760200000000000e+04
851,1.750572204589844e-01,2.387100000000000e+04
852,1.750492095947266e-01,2.729600000000000e+04
853,1.750572204589844e-01,2.420000000000000e+04
854,1.750492095947266e-01,2.430000000000000e+04
855,1.750568389892578e-01,2.468600000000000e+04
856,1.750495910644531e-01,2.406800000000000e+04
857,1.750568389892578e-01,2.620100000000000e+04
858,1.750499725341797e-01,2.453400000000000e+04
859,1.750564575195312e-01,2.176100000000000e+04
860,1.750499725341797e-01,2.482500000000000e+04
861,1.750564575195312e-01,2.413300000000000e+04
862,1.750503540039063e-01,2.572700000000000e+04
863,1.750564575195312e-01,2.380700000000000e+04
864,1.750503540039063e-01,2.279100000000000e+04
865,1.750560760498047e-01,2.743700000000000e+04
866,1.750507354736328e-01,2.545400000000000e+04
867,1.750560760498047e-01,2.610100000000000e+04
868,1.750511169433594e-01,2.542900000000000e+04
869,1.750560760498047e-01,2.714900000000000e+04
870,1.750511169433594e-01,2.441300000000000e+04
871,1.750556945800781e-01,2.413700000000000e+04
872,1.750514984130860e-01,2.886100000000000e+04
873,1.750556945800781e-01,2.453800000000000e+04
874,1.750514984130860e-01,2.587200000000000e+04
875,1.750556945800781e-01,2.683700000000000e+04
876,1.750518798828125e-01,2.386200000000000e+04
877,1.750553131103516e-01,2.752600000000000e+04
878,1.750522613525391e-01,2.715300000000000e+04
879,1.750553131103516e-01,2.719900000000000e+04
880,1.750522613525391e-01,2.717100000000000e+04
881,1.750553131103516e-01,2.841800000000000e+04
882,1.750526428222656e-01,2.946300000000000e+04
883,1.750549316406250e-01,2.350900000000000e+04
884,1.750526428222656e-01,2.722300000000000e+04
885,1.750549316406250e-01,2.246000000000000e+04
886,1.750530242919922e-01,2.667300000000000e+04
887,1.750549316406250e-01,2.181500000000000e+04
888,1.750534057617187e-01,2.635000000000000e+04
889,1.750549316406250e-01,2.112000000000000e+04
890,1.750534057617187e-01,2.576800000000000e+04
891,1.750545501708984e-01,2.864500000000000e+04
892,1.750537872314453e-01,2.877600000000000e+04
893,1.750545501708984e-01,2.752100000000000e+04
894,1.750537872314453e-01,2.771600000000000e+04
895,1.750545501708984e-01,2.695500000000000e+04
896,1.750541687011719e-01,2.631800000000000e+04
897,1.750541687011719e-01,2.485600000000000e+04
898,1.750541687011719e-01,2.733700000000000e+04
899,1.750541687011719e-01,2.753000000000000e+04
900,1.750545501708984e-01,2.656200000000000e+04
901,1.750541687011719e-01,2.563400000000000e+04
902,1.750549316406250e-01,2.353300000000000e+04
903,1.750541687011719e-01,2.678300000000000e+04
904,1.750549316406250e-01,2.583100000000000e+04
905,1.750537872314453e-01,2.691900000000000e+04
906,1.750553131103516e-01,2.991600000000000e+04
907,1.750537872314453e-01,2.727500000000000e+04
908,1.750553131103516e-01,2.822300000000000e+04
909,1.750537872314453e-01,2.709200000000000e+04
910,1.750556945800781e-01,2.525100000000000e+04
911,1.750534057617187e-01,2.505800000000000e+04
912,1.750556945800781e-01,2.838500000000000e+04
913,1.750534057617187e-01,2.443100000000000e+04
914,1.750560760498047e-01,3.002100000000000e+04
915,1.750534057617187e-01,2.592500000000000e+04
916,1.750560760498047e-01,2.819400000000000e+04
917,1.750534057617187e-01,2.618500000000000e+04
918,1.750564575195312e-01,2.655300000000000e+04
919,1.750530242919922e-01,2.922400000000000e+04
920,1.750564575195312e-01,2.592600000000000e+04
921,1.750530242919922e-01,3.070800000000000e+04
922,1.750568389892578e-01,3.124800000000000e+04
923,1.750530242919922e-01,2.759700000000000e+04
924,1.750572204589844e-01,2.807000000000000e+04
925,1.750530242919922e-01,2.904300000000000e+04
926,1.750572204589844e-01,2.932400000000000e+04
927,1.750526428222656e-01,2.905900000000000e+04
928,1.750576019287109e-01,2.956500000000000e+04
929,1.750526428222656e-01,3.306500000000000e+04
930,1.750576019287109e-01,2.798100000000000e+04
931,1.750526428222656e-01,2.912100000000000e+04
932,1.750579833984375e-01,2.671000000000000e+04
933,1.750526428222656e-01,2.794200000000000e+04
934,1.750579833984375e-01,2.552400000000000e+04
935,1.750526428222656e-01,2.693200000000000e+04
936,1.750583648681640e-01,2.936600000000000e+04
937,1.750522613525391e-01,2.919500000000000e+04
938,1.750583648681640e-01,3.230100000000000e+04
939,1.750522613525391e-01,2.830400000000000e+04
940,1.750587463378906e-01,2.785200000000000e+04
941,1.750522613525391e-01,3.199900000000000e+04
942,1.750587463378906e-01,3.063800000000000e+04
943,1.750522613525391e-01,3.303300000000000e+04
944,1.750591278076172e-01,2.924100000000000e+04
945,1.750518798828125e-01,2.614400000000000e+04
946,1.750595092773437e-01,2.885900000000000e+04
947,1.750518798828125e-01,2.758500000000000e+04
948,1.750595092773437e-01,2.802900000000000e+04
949,1.750518798828125e-01,2.605900000000000e+04
950,1.750598907470703e-01,2.979300000000000e+04
951,1.750518798828125e-01,2.650200000000000e+04
952,1.750598907470703e-01,3.289800000000000e+04
953,1.750518798828125e-01,2.485600000000000e+04
954,1.750602722167969e-01,2.880200000000000e+04
955,1.750514984130860e-01,2.988500000000000e+04
956,1.750602722167969e-01,2.915100000000000e+04
957,1.750514984130860e-01,3.273800000000000e+04
958,1.750606536865234e-01,3.106700000000000e+04
959,1.750514984130860e-01,3.465000000000000e+04
960,1.750606536865234e-01,3.095700000000000e+04
961,1.750514984130860e-01,3.251800000000000e+04
962,1.750610351562500e-01,2.578900000000000e+04
963,1.750511169433594e-01,2.911000000000000e+04
964,1.750610351562500e-01,2.493600000000000e+04
965,1.750511169433594e-01,2.937500000000000e+04
966,1.750614166259765e-01,3.099600000000000e+04
967,1.750511169433594e-01,3.003800000000000e+04
968,1.750614166259765e-01,3.418800000000000e+04
969,1.750511169433594e-01,2.956500000000000e+04
970,1.750617980957031e-01,2.897900000000000e+04
971,1.750511169433594e-01,3.108300000000000e+04
972,1.750617980957031e-01,3.216500000000000e+04
973,1.750511169433594e-01,3.074300000000000e+04
974,1.750621795654297e-01,3.102600000000000e+04
975,1.750507354736328e-01,3.318400000000000e+04
976,1.750621795654297e-01,3.165300000000000e+04
977,1.750507354736328e-01,3.419600000000000e+04
978,1.750625610351562e-01,3.175800000000000e+04
979,1.750507354736328e-01,3.197400000000000e+04
980,1.750625610351562e-01,2.795800000000000e+04
981,1.750507354736328e-01,3.385400000000000e+04
982,1.750629425048828e-01,3.268800000000000e+04
983,1.750507354736328e-01,3.186300000000000e+04
984,1.750629425048828e-01,3.252300000000000e+04
985,1.750503540039063e-01,2.901200000000000e+04
986,1.750633239746094e-01,3.194800000000000e+04
987,1.750503540039063e-01,3.079500000000000e+04
988,1.750633239746094e-01,3.432800000000000e+04
989,1.750503540039063e-01,3.108600000000000e+04
990,1.750637054443359e-01,3.266600000000000e+04
991,1.750503540039063e-01,3.194500000000000e+04
992,1.750637054443359e-01,3.653600000000000e+04
993,1.750503540039063e-01,3.229100000000000e+04
994,1.750640869140625e-01,3.127700000000000e+04
995,1.750503540039063e-01,3.202100000000000e+04
996,1.750640869140625e-01,2.860300000000000e+04
997,1.750503540039063e-01,3.166100000000000e+04
998,1.750644683837891e-01,3.705400000000000e+04
999,1.750499725341797e-01,3.702700000000000e+04
1000,1.750644683837891e-01,3.495600000000000e+04
1001,1.750499725341797e-01,3.420300000000000e+04
1002,1.750648498535156e-01,3.435200000000000e+04
1003,1.750499725341797e-01,3.850600000000000e+04
1004,1.750648498535156e-01,3.322800000000000e+04
1005,1.750499725341797e-01,3.296300000000000e+04
1006,1.750652313232422e-01,3.283500000000000e+04
1007,1.750499725341797e-01,3.515400000000000e+04
1008,1.750652313232422e-01,3.799600000000000e+04
1009,1.750499725341797e-01,3.891900000000000e+04
1010,1.750656127929688e-01,3.529300000000000e+04
1011,1.750495910644531e-01,3.828700000000000e+04
1012,1.750656127929688e-01,3.922500000000000e+04
1013,1.750495910644531e-01,3.489500000000000e+04
1014,1.750659942626953e-01,3.998200000000000e+04
1015,1.750495910644531e-01,3.549600000000000e+04
1016,1.750659942626953e-01,3.666600000000000e+04
1017,1.750495910644531e-01,3.546500000000000e+04
1018,1.750663757324219e-01,3.476200000000000e+04
1019,1.750495910644531e-01,3.390600000000000e+04
1020,1.750663757324219e-01,3.562300000000000e+04
1021,1.750495910644531e-01,3.450500000000000e+04
1022,1.750667572021485e-01,3.625300000000000e+04
1023,1.750495910644531e-01,3.508500000000000e+04
1024,1.750667572021485e-01,3.690500000000000e+04
1025,1.750495910644531e-01,3.343300000000000e+04
1026,1.750671386718750e-01,2.831700000000000e+04
1027,1.750492095947266e-01,3.835100000000000e+04
1028,1.750671386718750e-01,3.085100000000000e+04
1029,1.750492095947266e-01,3.919700000000000e+04
1030,1.750675201416016e-01,3.605500000000000e+04
1031,1.750492095947266e-01,3.744600000000000e+04
1032,1.750675201416016e-01,3.831700000000000e+04
1033,1.750492095947266e-01,4.057500000000000e+04
1034,1.750679016113281e-01,3.610800000000000e+04
1035,1.750492095947266e-01,3.851500000000000e+04
1036,1.750679016113281e-01,3.576300000000000e+04
1037,1.750492095947266e-01,3.618000000000000e+04
1038,1.750682830810547e-01,3.768700000000000e+04
1039,1.750492095947266e-01,3.629900000000000e+04
1040,1.750682830810547e-01,4.044700000000000e+04
1041,1.750492095947266e-01,3.806600000000000e+04
1042,1.750686645507813e-01,3.502000000000000e+04
1043,1.750488281250000e-01,2.476100000000000e+04
1044,1.750686645507813e-01,3.508000000000000e+04
1045,1.750488281250000e-01,2.490200000000000e+04
1046,1.750690460205078e-01,3.806700000000000e+04
1047,1.750488281250000e-01,2.646400000000000e+04
1048,1.750690460205078e-01,3.831600000000000e+04
1049,1.750488281250000e-01,2.419100000000000e+04
1050,1.750694274902344e-01,3.788000000000000e+04
1051,1.750488281250000e-01,2.808100000000000e+04
1052,1.750694274902344e-01,4.060900000000000e+04
1053,1.750488281250000e-01,2.587100000000000e+04
1054,1.750694274902344e-01,4.036400000000000e+04
1055,1.750488281250000e-01,2.619600000000000e+04
1056,1.750698089599610e-01,3.835700000000000e+04
1057,1.750488281250000e-01,2.709400000000000e+04
1058,1.750698089599610e-01,4.177500000000000e+04
1059,1.750488281250000e-01,2.881900000000000e+04
1060,1.750701904296875e-01,3.286400000000000e+04
1061,1.750488281250000e-01,2.779700000000000e+04
1062,1.750701904296875e-01,3.641000000000000e+04
1063,1.750484466552734e-01,3.807600000000000e+04
1064,1.750705718994141e-01,4.265700000000000e+04
1065,1.750484466552734e-01,3.869300000000000e+04
1066,1.750705718994141e-01,3.984000000000000e+04
1067,1.750484466552734e-01,3.912800000000000e+04
1068,1.750709533691406e-01,3.824200000000000e+04
1069,1.750484466552734e-01,3.907800000000000e+04
1070,1.750709533691406e-01,3.907500000000000e+04
1071,1.750484466552734e-01,4.426600000000000e+04
1072,1.750713348388672e-01,4.064700000000000e+04
1073,1.750484466552734e-01,4.004300000000000e+04
1074,1.750713348388672e-01,3.920900000000000e+04
1075,1.750484466552734e-01,3.965700000000000e+04
1076,1.750717163085938e-01,3.639600000000000e+04
1077,1.750484466552734e-01,4.119200000000000e+04
1078,1.750717163085938e-01,3.639000000000000e+04
1079,1.750484466552734e-01,3.980600000000000e+04
1080,1.750717163085938e-01,3.703300000000000e+04
1081,1.750484466552734e-01,4.041500000000000e+04
1082,1.750720977783203e-01,3.954600000000000e+04
1083,1.750480651855469e-01,4.400900000000000e+04
1084,1.750720977783203e-01,3.946800000000000e+04
1085,1.750480651855469e-01,3.934800000000000e+04
1086,1.750724792480469e-01,3.934800000000000e+04
1087,1.750480651855469e-01,3.861700000000000e+04
1088,1.750724792480469e-01,4.046800000000000e+04
1089,1.750480651855469e-01,4.026700000000000e+04
1090,1.750728607177734e-01,4.022800000000000e+04
1091,1.750480651855469e-01,3.968300000000000e+04
1092,1.750728607177734e-01,4.146800000000000e+04
1093,1.750480651855469e-01,3.947300000000000e+04
1094,1.750732421875000e-01,2.942400000000000e+04
1095,1.750480651855469e-01,3.795100000000000e+04
1096,1.750732421875000e-01,3.255600000000000e+04
1097,1.750480651855469e-01,3.828500000000000e+04
1098,1.750732421875000e-01,2.925700000000000e+04
1099,1.750480651855469e-01,3.857500000000000e+04
1100,1.750736236572266e-01,4.145800000000000e+04
1101,1.750480651855469e-01,4.030900000000000e+04
1102,1.750736236572266e-01,4.303300000000000e+04
1103,1.750480651855469e-01,3.952800000000000e+04
1104,1.750740051269531e-01,4.106100000000000e+04
1105,1.750480651855469e-01,4.129300000000000e+04
1106,1.750740051269531e-01,3.982100000000000e+04
1107,1.750480651855469e-01,3.818900000000000e+04
1108,1.750743865966797e-01,4.108400000000000e+04
1109,1.750480651855469e-01,4.239100000000000e+04
1110,1.750743865966797e-01,4.679100000000000e+04
1111,1.750480651855469e-01,4.670900000000000e+04
1112,1.750743865966797e-01,4.446300000000000e+04
1113,1.750480651855469e-01,4.096300000000000e+04
1114,1.750747680664063e-01,3.864800000000000e+04
1115,1.750476837158203e-01,4.157600000000000e+04
1116,1.750747680664063e-01,3.751400000000000e+04
1117,1.750476837158203e-01,4.386200000000000e+04
1118,1.750751495361328e-01,4.241400000000000e+04
1119,1.750476837158203e-01,4.440700000000000e+04
1120,1.750751495361328e-01,4.476800000000000e+04
1121,1.750476837158203e-01,4.991400000000000e+04
1122,1.750755310058594e-01,4.245800000000000e+04
1123,1.750476837158203e-01,4.209300000000000e+04
1124,1.750755310058594e-01,4.142000000000000e+04
1125,1.750476837158203e-01,4.111500000000000e+04
1126,1.750755310058594e-01,4.390700000000000e+04
1127,1.750476837158203e-01,4.841700000000000e+04
1128,1.750759124755859e-01,4.421000000000000e+04
1129,1.750476837158203e-01,4.408000000000000e+04
1130,1.750759124755859e-01,4.348600000000000e+04
1131,1.750476837158203e-01,4.614700000000000e+04
1132,1.750762939453125e-01,4.592500000000000e+04
1133,1.750476837158203e-01,4.680800000000000e+04
1134,1.750762939453125e-01,4.107700000000000e+04
1135,1.750476837158203e-01,4.668100000000000e+04
1136,1.750766754150390e-01,4.851000000000000e+04
1137,1.750476837158203e-01,4.669300000000000e+04
1138,1.750766754150390e-01,4.851700000000000e+04
1139,1.750476837158203e-01,4.568300000000000e+04
1140,1.750766754150390e-01,4.579200000000000e+04
1141,1.750476837158203e-01,4.415200000000000e+04
1142,1.750770568847656e-01,4.314800000000000e+04
1143,1.750476837158203e-01,4.360600000000000e+04
1144,1.750770568847656e-01,4.235600000000000e+04
1145,1.750476837158203e-01,4.338000000000000e+04
1146,1.750774383544922e-01,4.412400000000000e+04
1147,1.750476837158203e-01,4.466800000000000e+04
1148,1.750774383544922e-01,4.557200000000000e+04
1149,1.750476837158203e-01,4.807600000000000e+04
1150,1.750778198242187e-01,4.268000000000000e+04
1151,1.750476837158203e-01,4.616400000000000e+04
1152,1.750778198242187e-01,4.114600000000000e+04
1153,1.750476837158203e-01,4.464800000000000e+04
1154,1.750778198242187e-01,4.118800000000000e+04
1155,1.750473022460937e-01,4.342800000000000e+04
1156,1.750782012939453e-01,4.734800000000000e+04
1157,1.750473022460937e-01,4.324400000000000e+04
1158,1.750782012939453e-01,4.364400000000000e+04
