"vols","Nvec"
0.17491085767746,230
0.175108890533447,231
0.17491156578064,232
0.175110306739807,233
0.174912509918213,234
0.17511195898056,235
0.174913454055786,236
0.175113611221313,237
0.174914398193359,238
0.175115027427673,239
0.174914870262146,240
0.175116443634033,241
0.174915814399719,242
0.175118095874786,243
0.174916758537292,244
0.175119748115539,245
0.174917702674866,246
0.175121164321899,247
0.174918174743652,248
0.175122580528259,249
0.174919118881226,250
0.175123996734619,251
0.174920063018799,252
0.175125176906586,253
0.174920771121979,254
0.175126357078552,255
0.174921479225159,256
0.175127773284912,257
0.174922423362732,258
0.175129189491272,259
0.174923367500305,260
0.175130605697632,261
0.174923839569092,262
0.175131785869598,263
0.174924783706665,264
0.175132966041565,265
0.174925727844238,266
0.175134382247925,267
0.174926199913025,268
0.175135326385498,269
0.174927144050598,270
0.175136742591858,271
0.174927852153778,272
0.175137686729431,273
0.174928560256958,274
0.175139102935791,275
0.174929504394531,276
0.175140047073364,277
0.174929976463318,278
0.175141463279724,279
0.174930920600891,280
0.175142407417297,281
0.174931628704071,282
0.175143351554871,283
0.174932336807251,284
0.17514476776123,285
0.174933280944824,286
0.175145711898804,287
0.174933753013611,288
0.175146656036377,289
0.174934697151184,290
0.17514760017395,291
0.174935169219971,292
0.17514901638031,293
0.174936113357544,294
0.175149960517883,295
0.174936585426331,296
0.175150904655457,297
0.174937529563904,298
0.17515184879303,299
0.17493800163269,300
0.175152792930603,301
0.174938945770264,302
0.175153737068176,303
0.17493941783905,304
0.175154681205749,305
0.174940361976623,306
0.175155625343323,307
0.17494083404541,308
0.175156569480896,309
0.174941778182983,310
0.175157513618469,311
0.17494225025177,312
0.175158457756042,313
0.174943194389343,314
0.175159401893616,315
0.17494366645813,316
0.175160109996796,317
0.174944610595703,318
0.175160818099976,319
0.17494508266449,320
0.175161762237549,321
0.17494579076767,322
0.175162706375122,323
0.17494649887085,324
0.175163650512695,325
0.174946970939636,326
0.175164358615875,327
0.174947915077209,328
0.175165066719055,329
0.174948387145996,330
0.175166010856628,331
0.174949095249176,332
0.175166954994202,333
0.174949803352356,334
0.175167427062988,335
0.174950275421143,336
0.175168371200562,337
0.174951219558716,338
0.175169079303741,339
0.174951691627502,340
0.175169787406921,341
0.174952163696289,342
0.175170731544495,343
0.174953107833862,344
0.175171203613281,345
0.174953579902649,346
0.175172147750854,347
0.174954051971436,348
0.175172619819641,349
0.174954996109009,350
0.175173563957214,351
0.174955468177795,352
0.175174036026001,353
0.174955940246582,354
0.175174980163574,355
0.174956648349762,356
0.175175452232361,357
0.174957356452942,358
0.175176396369934,359
0.174957828521728,360
0.175176868438721,361
0.174958300590515,362
0.175177812576294,363
0.174959244728088,364
0.175178284645081,365
0.174959716796875,366
0.175178756713867,367
0.174960188865662,368
0.17517970085144,369
0.174960660934448,370
0.175180172920227,371
0.174961605072021,372
0.175180644989014,373
0.174962077140808,374
0.175181589126587,375
0.174962549209595,376
0.175182061195373,377
0.174963021278381,378
0.17518253326416,379
0.174963965415955,380
0.175183477401733,381
0.174964437484741,382
0.17518394947052,383
0.174964909553528,384
0.175184421539307,385
0.174965381622314,386
0.175184893608093,387
0.174965853691101,388
0.175185837745666,389
0.174966797828674,390
0.175186309814453,391
0.174967269897461,392
0.17518678188324,393
0.174967741966248,394
0.175187253952026,395
0.174968214035034,396
0.175187962055206,397
0.174968686103821,398
0.175188670158386,399
0.174969394207001,400
0.17518678188324,401
0.174970102310181,402
0.17518536567688,403
0.174970574378967,404
0.175183477401733,405
0.174971046447754,406
0.175182061195373,407
0.174971518516541,408
0.175180644989014,409
0.174971990585327,410
0.17517899274826,411
0.174972462654114,412
0.175177340507507,413
0.174973170757294,414
0.175175924301147,415
0.174973878860474,416
0.175174508094788,417
0.17497435092926,418
0.175173091888428,419
0.174974822998047,420
0.175171675682068,421
0.174975295066833,422
0.175170259475708,423
0.17497576713562,424
0.175168843269348,425
0.174976239204407,426
0.175167427062988,427
0.174976711273193,428
0.175166010856628,429
0.17497718334198,430
0.175164594650269,431
0.174977655410767,432
0.175163178443909,433
0.174978127479553,434
0.175162234306335,435
0.17497859954834,436
0.175160818099976,437
0.17497930765152,438
0.175159401893616,439
0.174979779720306,440
0.175157985687256,441
0.174980487823486,442
0.175157041549683,443
0.174980959892273,444
0.175155625343323,445
0.17498143196106,446
0.175154681205749,447
0.174981904029846,448
0.17515326499939,449
0.174982376098633,450
0.175152084827423,451
0.174982848167419,452
0.175150904655457,453
0.174983320236206,454
0.17514972448349,455
0.174983792304993,456
0.175148544311523,457
0.174984264373779,458
0.17514760017395,459
0.174984736442566,460
0.17514618396759,461
0.174985208511353,462
0.175145239830017,463
0.174985680580139,464
0.175144295692444,465
0.174986152648926,466
0.175142879486084,467
0.174986624717712,468
0.175141935348511,469
0.174987096786499,470
0.175140991210937,471
0.174987568855286,472
0.175140047073364,473
0.174988040924072,474
0.175138866901398,475
0.174988512992859,476
0.175137686729431,477
0.174988985061646,478
0.175136742591858,479
0.174989457130432,480
0.175135798454285,481
0.174989929199219,482
0.175134854316711,483
0.174990165233612,484
0.175133910179138,485
0.174990637302399,486
0.175132966041565,487
0.174990873336792,488
0.175132021903992,489
0.174991345405579,490
0.175131077766418,491
0.174991817474365,492
0.175130133628845,493
0.174992289543152,494
0.175129189491272,495
0.174992761611938,496
0.175128245353699,497
0.174993233680725,498
0.175127301216125,499
0.174993705749512,500
0.175126357078552,501
0.174994177818298,502
0.175125648975372,503
0.174994649887085,504
0.175124940872192,505
0.174995121955872,506
0.175123996734619,507
0.174995594024658,508
0.175123052597046,509
0.174995830059052,510
0.175122108459473,511
0.174996066093445,512
0.175121636390686,513
0.174996538162231,514
0.175120692253113,515
0.174997010231018,516
0.175119748115539,517
0.174997482299805,518
0.17511904001236,519
0.174997954368591,520
0.17511833190918,521
0.174998426437378,522
0.175117387771606,523
0.174998898506165,524
0.175116679668426,525
0.174999370574951,526
0.175115971565247,527
0.174999606609344,528
0.175115027427673,529
0.174999842643738,530
0.175114555358887,531
0.175000314712524,532
0.175113611221313,533
0.175000786781311,534
0.175113139152527,535
0.175001258850098,536
0.175112195014954,537
0.175001730918884,538
0.175111486911774,539
0.175001966953278,540
0.175110778808594,541
0.175002202987671,542
0.175110306739807,543
0.175002675056458,544
0.175109362602234,545
0.175003147125244,546
0.175108890533447,547
0.175003619194031,548
0.175107946395874,549
0.175004091262817,550
0.175107474327087,551
0.175004327297211,552
0.175106530189514,553
0.175004563331604,554
0.175106058120727,555
0.175005035400391,556
0.175105586051941,557
0.175005507469177,558
0.175104641914368,559
0.175005979537964,560
0.175104169845581,561
0.17500645160675,562
0.175103697776794,563
0.17500645160675,564
0.175102753639221,565
0.175006923675537,566
0.175102281570435,567
0.175007395744324,568
0.175101809501648,569
0.17500786781311,570
0.175101101398468,571
0.175008339881897,572
0.175100393295288,573
0.175008339881897,574
0.175099921226501,575
0.175008811950684,576
0.175099449157715,577
0.17500928401947,578
0.175098977088928,579
0.175009756088257,580
0.175098032951355,581
0.17500999212265,582
0.175097560882568,583
0.175010228157043,584
0.175097088813782,585
0.17501070022583,586
0.175096616744995,587
0.175011172294617,588
0.175096144676208,589
0.175011644363403,590
0.175095436573029,591
0.175011644363403,592
0.175094728469849,593
0.17501211643219,594
0.175094256401062,595
0.175012588500977,596
0.175093784332275,597
0.175013060569763,598
0.175093312263489,599
0.175013060569763,600
0.175092840194702,601
0.17501353263855,602
0.175092368125915,603
0.175014004707336,604
0.175091896057129,605
0.175014476776123,606
0.175091423988342,607
0.175014476776123,608
0.175090951919556,609
0.17501494884491,610
0.175090479850769,611
0.175015420913696,612
0.175090007781982,613
0.17501565694809,614
0.175089535713196,615
0.175015892982483,616
0.175089063644409,617
0.17501636505127,618
0.175088591575623,619
0.175016837120056,620
0.175088119506836,621
0.175016837120056,622
0.175087647438049,623
0.175017309188843,624
0.175087175369263,625
0.175017781257629,626
0.175086703300476,627
0.175018017292023,628
0.175086231231689,629
0.175018253326416,630
0.175085759162903,631
0.175018725395203,632
0.175085287094116,633
0.175019197463989,634
0.17508481502533,635
0.175019197463989,636
0.175084342956543,637
0.175019669532776,638
0.17508410692215,639
0.175020141601562,640
0.175083870887756,641
0.175020141601562,642
0.17508339881897,643
0.175020613670349,644
0.175082926750183,645
0.175021085739136,646
0.175082454681396,647
0.175021321773529,648
0.17508198261261,649
0.175021557807922,650
0.175081510543823,651
0.175022029876709,652
0.17508127450943,653
0.175022265911102,654
0.175081038475037,655
0.175022501945496,656
0.17508056640625,657
0.175022974014282,658
0.175080094337463,659
0.175023210048675,660
0.175079622268677,661
0.175023446083069,662
0.175079622268677,663
0.175023918151855,664
0.17507915019989,665
0.175024154186249,666
0.175078678131104,667
0.175024390220642,668
0.175078206062317,669
0.175024862289429,670
0.175077970027924,671
0.175025098323822,672
0.17507773399353,673
0.175025334358215,674
0.175077261924744,675
0.175025806427002,676
0.175076789855957,677
0.175026042461395,678
0.175076789855957,679
0.175026278495789,680
0.17507631778717,681
0.175026750564575,682
0.175075845718384,683
0.175026750564575,684
0.17507560968399,685
0.175027222633362,686
0.175075373649597,687
0.175027694702148,688
0.175074901580811,689
0.175027694702148,690
0.175074429512024,691
0.175028166770935,692
0.175074429512024,693
0.175028638839722,694
0.175073957443237,695
0.175028638839722,696
0.175073485374451,697
0.175029110908508,698
0.175073485374451,699
0.175029346942902,700
0.175073013305664,701
0.175029582977295,702
0.175072777271271,703
0.175030055046082,704
0.175072541236877,705
0.175030055046082,706
0.175072069168091,707
0.175030527114868,708
0.175072069168091,709
0.175030763149261,710
0.175071597099304,711
0.175030999183655,712
0.175071125030518,713
0.175031471252441,714
0.175071125030518,715
0.175031471252441,716
0.175070652961731,717
0.175031943321228,718
0.175070652961731,719
0.175032415390015,720
0.175070180892944,721
0.175032415390015,722
0.175069944858551,723
0.175032887458801,724
0.175069708824158,725
0.175032887458801,726
0.175069236755371,727
0.175033359527588,728
0.175069236755371,729
0.175033595561981,730
0.175068764686584,731
0.175033831596374,732
0.175068764686584,733
0.175034303665161,734
0.175068292617798,735
0.175034303665161,736
0.175068056583405,737
0.175034775733948,738
0.175067820549011,739
0.175035011768341,740
0.175067584514618,741
0.175035247802734,742
0.175067348480225,743
0.175035719871521,744
0.175067112445831,745
0.175035719871521,746
0.175066876411438,747
0.175036191940308,748
0.175066640377045,749
0.175036191940308,750
0.175066404342651,751
0.175036664009094,752
0.175066168308258,753
0.175036900043488,754
0.175065932273865,755
0.175037136077881,756
0.175065696239471,757
0.175037608146667,758
0.175065460205078,759
0.175037608146667,760
0.175065224170685,761
0.175038080215454,762
0.175064988136291,763
0.175038080215454,764
0.175064988136291,765
0.175038552284241,766
0.175064516067505,767
0.175038788318634,768
0.175064516067505,769
0.175039024353027,770
0.175064043998718,771
0.175039496421814,772
0.175064043998718,773
0.175039496421814,774
0.175063571929932,775
0.175039968490601,776
0.175063571929932,777
0.175039968490601,778
0.175063335895538,779
0.175040440559387,780
0.175063099861145,781
0.175040440559387,782
0.175063099861145,783
0.175040912628174,784
0.175062627792358,785
0.175040912628174,786
0.175062627792358,787
0.17504138469696,788
0.175062155723572,789
0.175041620731354,790
0.175062155723572,791
0.175041856765747,792
0.175061919689178,793
0.175042328834534,794
0.175061683654785,795
0.175042328834534,796
0.175061683654785,797
0.17504280090332,798
0.175061211585999,799
0.17504280090332,800
0.175061211585999,801
0.175043272972107,802
0.175061211585999,803
0.175043272972107,804
0.175060739517212,805
0.175043745040894,806
0.175060739517212,807
0.175043745040894,808
0.175060503482819,809
0.17504421710968,810
0.175060267448425,811
0.17504421710968,812
0.175060267448425,813
0.175044689178467,814
0.175059795379639,815
0.175044689178467,816
0.175059795379639,817
0.175045161247253,818
0.175059795379639,819
0.175045161247253,820
0.175059323310852,821
0.17504563331604,822
0.175059323310852,823
0.17504563331604,824
0.175059323310852,825
0.175046105384827,826
0.175058851242065,827
0.17504634141922,828
0.175058851242065,829
0.175046577453613,830
0.175058851242065,831
0.175046813488007,832
0.175058379173279,833
0.1750470495224,834
0.175058379173279,835
0.175047285556793,836
0.175058379173279,837
0.175047521591187,838
0.175057907104492,839
0.17504775762558,840
0.175057907104492,841
0.175047993659973,842
0.175057907104492,843
0.175048229694366,844
0.175057435035706,845
0.17504846572876,846
0.175057435035706,847
0.175048701763153,848
0.175057435035706,849
0.175048937797546,850
0.175057199001312,851
0.17504917383194,852
0.175056962966919,853
0.175049409866333,854
0.175056962966919,855
0.175049409866333,856
0.175056962966919,857
0.17504988193512,858
0.175056490898132,859
0.17504988193512,860
0.175056490898132,861
0.175050354003906,862
0.175056490898132,863
0.175050354003906,864
0.175056254863739,865
0.175050826072693,866
0.175056018829346,867
0.175050826072693,868
0.175056018829346,869
0.175051298141479,870
0.175056018829346,871
0.175051298141479,872
0.175055546760559,873
0.175051770210266,874
0.175055546760559,875
0.175051770210266,876
0.175055546760559,877
0.175052242279053,878
0.175055546760559,879
0.175052242279053,880
0.175055074691772,881
0.175052714347839,882
0.175055074691772,883
0.175052714347839,884
0.175055074691772,885
0.175053186416626,886
0.175055074691772,887
0.175053186416626,888
0.175054602622986,889
0.175053422451019,890
0.175054602622986,891
0.175053658485413,892
0.175054602622986,893
0.175053894519806,894
0.175054602622986,895
0.175054130554199,896
0.175054130554199,897
0.175054130554199,898
0.175054130554199,899
0.175054602622986,900
0.175054130554199,901
0.175054602622986,902
0.175054130554199,903
0.175055074691772,904
0.175053894519806,905
0.175055074691772,906
0.175053658485413,907
0.175055546760559,908
0.175053658485413,909
0.175055546760559,910
0.175053658485413,911
0.175055782794952,912
0.175053658485413,913
0.175056018829346,914
0.175053186416626,915
0.175056254863739,916
0.175053186416626,917
0.175056490898132,918
0.175053186416626,919
0.175056490898132,920
0.175053186416626,921
0.175056962966919,922
0.175053186416626,923
0.175056962966919,924
0.175052714347839,925
0.175057435035706,926
0.175052714347839,927
0.175057435035706,928
0.175052714347839,929
0.175057671070099,930
0.175052714347839,931
0.175057907104492,932
0.175052714347839,933
0.175057907104492,934
0.175052478313446,935
0.175058379173279,936
0.175052242279053,937
0.175058379173279,938
0.175052242279053,939
0.175058851242065,940
0.175052242279053,941
0.175058851242065,942
0.175052242279053,943
0.175059323310852,944
0.175052006244659,945
0.175059323310852,946
0.175051770210266,947
0.175059559345245,948
0.175051770210266,949
0.175059795379639,950
0.175051770210266,951
0.175059795379639,952
0.175051770210266,953
0.175060267448425,954
0.175051770210266,955
0.175060267448425,956
0.175051534175873,957
0.175060739517212,958
0.175051298141479,959
0.175060739517212,960
0.175051298141479,961
0.175060975551605,962
0.175051298141479,963
0.175061211585999,964
0.175051298141479,965
0.175061211585999,966
0.175051298141479,967
0.175061683654785,968
0.175051298141479,969
0.175061683654785,970
0.175050826072693,971
0.175061919689178,972
0.175050826072693,973
0.175062155723572,974
0.175050826072693,975
0.175062155723572,976
0.175050826072693,977
0.175062627792358,978
0.175050826072693,979
0.175062627792358,980
0.175050826072693,981
0.175063099861145,982
0.1750505900383,983
0.175063099861145,984
0.175050354003906,985
0.175063099861145,986
0.175050354003906,987
0.175063571929932,988
0.175050354003906,989
0.175063571929932,990
0.175050354003906,991
0.175064043998718,992
0.175050354003906,993
0.175064043998718,994
0.175050354003906,995
0.175064280033112,996
0.175050354003906,997
0.175064516067505,998
0.175050117969513,999
0.175064516067505,1000
