"vols","Nvec"
0.139877924919128,1
0.191149787902832,2
0.161510949134827,3
0.181972770690918,4
0.166805672645569,5
0.179079933166504,6
0.169171209335327,7
0.177712821960449,8
0.170507636070251,9
0.176933436393738,10
0.171366329193115,11
0.176438000202179,12
0.171964204311371,13
0.176099762916565,14
0.172404408454895,15
0.175857119560242,16
0.172741937637329,17
0.175676317214966,18
0.173009128570557,19
0.175537528991699,20
0.173225572109222,21
0.17542848110199,22
0.173404722213745,23
0.175341148376465,24
0.173555312156677,25
0.175270338058472,26
0.173683714866638,27
0.175211801528931,28
0.173794651031494,29
0.175163178443909,30
0.173891189098358,31
0.175122108459473,32
0.173975925445557,33
0.175087647438049,34
0.174051456451416,35
0.175057907104492,36
0.174118490219116,37
0.175032887458801,38
0.174178915023804,39
0.17501070022583,40
0.174233202934265,41
0.174991817474365,42
0.17428277015686,43
0.174975295066833,44
0.174327616691589,45
0.174961133003235,46
0.174368686676025,47
0.174948387145996,48
0.174406688213348,49
0.174937057495117,50
0.174441385269165,51
0.174927616119385,52
0.174473958015442,53
0.174918882846832,54
0.174503698348999,55
0.174911093711853,56
0.17453155040741,57
0.17490448474884,58
0.174557514190674,59
0.174898819923401,60
0.174581589698791,61
0.174893391132355,62
0.174604249000549,63
0.174888906478882,64
0.174625492095947,65
0.174884657859802,66
0.174645791053772,67
0.174881117343903,68
0.174664673805237,69
0.174878048896789,70
0.174682612419128,71
0.17487521648407,72
0.17469913482666,73
0.174872856140137,74
0.174715185165405,75
0.174870495796204,76
0.174730291366577,77
0.174868607521057,78
0.174744689464569,79
0.174867191314697,80
0.174758143424988,81
0.174865775108337,82
0.174771361351013,83
0.174864358901977,84
0.174783635139465,85
0.174863414764404,86
0.174795436859131,87
0.174862942695618,88
0.17480676651001,89
0.174861998558044,90
0.174817624092102,91
0.174861526489258,92
0.174828009605408,93
0.174861054420471,94
0.174837923049927,95
0.174861054420471,96
0.174847364425659,97
0.174860582351685,98
0.174856333732605,99
0.174860582351685,100
0.174865303039551,101
0.174860582351685,102
0.174873328208923,103
0.174860582351685,104
0.174881589412689,105
0.174861054420471,106
0.174889378547668,107
0.174861054420471,108
0.174896931648254,109
0.174861526489258,110
0.174904012680054,111
0.174861998558044,112
0.174911093711853,113
0.174862470626831,114
0.174917702674866,115
0.174862706661224,116
0.174924311637878,117
0.174863414764404,118
0.174930448532104,119
0.174863886833191,120
0.174936585426331,121
0.174864358901977,122
0.174942486286163,123
0.174864830970764,124
0.174948387145996,125
0.174865775108337,126
0.174953579902649,127
0.174866247177124,128
0.174959008693695,129
0.174867191314697,130
0.174964201450348,131
0.174867663383484,132
0.174969158172607,133
0.174868607521057,134
0.174974114894867,135
0.174869079589844,136
0.174978835582733,137
0.174870023727417,138
0.174983320236206,139
0.17487096786499,140
0.174988040924072,141
0.174871439933777,142
0.174992289543152,143
0.17487238407135,144
0.174996538162231,145
0.174873328208923,146
0.175000550746918,147
0.174874272346497,148
0.175004563331604,149
0.17487521648407,150
0.175008339881897,151
0.174875688552856,152
0.17501211643219,153
0.17487663269043,154
0.175015892982483,155
0.174877576828003,156
0.175019669532776,157
0.174878520965576,158
0.175022974014282,159
0.174879465103149,160
0.175026278495789,161
0.174880409240723,162
0.175029582977295,163
0.174881353378296,164
0.175032887458801,165
0.174882297515869,166
0.175036191940308,167
0.174883241653442,168
0.175039260387421,169
0.174883949756622,170
0.175042328834534,171
0.174884893894196,172
0.175045161247253,173
0.174885601997375,174
0.175047993659973,175
0.174886546134949,176
0.175050826072693,177
0.174887490272522,178
0.175053658485413,179
0.174888434410095,180
0.175056490898132,181
0.174889378547668,182
0.175058851242065,183
0.174890322685242,184
0.175061683654785,185
0.174891266822815,186
0.175064043998718,187
0.174892210960388,188
0.175066640377045,189
0.174893155097961,190
0.175069236755371,191
0.174894099235535,192
0.175071597099304,193
0.174895043373108,194
0.175073957443237,195
0.174895987510681,196
0.175075845718384,197
0.174896931648254,198
0.175078206062317,199
0.174897639751434,200
0.17508056640625,201
0.174898583889008,202
0.175082454681396,203
0.174899291992187,204
0.17508481502533,205
0.174900236129761,206
0.175086703300476,207
0.174901180267334,208
0.175088591575623,209
0.174902124404907,210
0.175090951919556,211
0.17490306854248,212
0.175092840194702,213
0.174904012680054,214
0.175094728469849,215
0.174904956817627,216
0.175096616744995,217
0.174905664920807,218
0.175098505020142,219
0.174906373023987,220
0.175100157260895,221
0.17490731716156,222
0.175101809501648,223
0.174908261299133,224
0.175103697776794,225
0.174909205436707,226
0.175105586051941,227
0.17491014957428,228
0.175107002258301,229
